Name,Year,Company,Transmission,KM_Driven,Fuel_Type,Owner,Registration,City,Original_Price,Sales_Price,Month,EMI(₹)
Hyundai Creta E,2020,Hyundai,MANUAL,24097,Diesel,1st Owner,KA-53-x-xxxx,Bangalore,1283999,1257299,Dec,23611
Maruti S Cross SIGMA SHVS,2018,Maruti,MANUAL,67477,Diesel,1st Owner,DL-8C,New Delhi,688599,683599,Oct,13364
KIA SONET GTX PLUS DCT 1.0,2020,KIA,MANUAL,13180,Petrol,1st Owner,KA-01-x-xxxx,Bangalore,1442099,1283899,Oct,24110
Honda Amaze 1.2 SMT I VTEC,2019,Honda,MANUAL,32372,Petrol,1st Owner,RJ-45,Jaipur,687199,687199,Sep,13435
Hyundai Grand i10 MAGNA 1.2 VTVT,2017,Hyundai,MANUAL,16475,Petrol,2nd Owner,GJ-06,Ahmedabad,520199,512599,Jun,10021
Honda Brio 1.2 S MT I VTEC,2016,Honda,MANUAL,19706,Petrol,2nd Owner,MH-05,Mumbai,396999,368199,Feb,7198
Mahindra Scorpio S10,2015,Mahindra,MANUAL,54015,Diesel,2nd Owner,WB-26,Kolkata,905299,845799,Oct,15883
Tata NEXON XZA+ 1.5 Dual Tone,2019,Tata,AUTOMATIC,39721,Diesel,1st Owner,TS-15-x-xxxx,Hyderabad,967799,967799,Apr,18174
Maruti Celerio VXI CNG,2019,Maruti,MANUAL,50700,Petrol + CNG,2nd Owner,MH-12,Mumbai,551099,480699,Jul,9398
Maruti Swift VXI ABS,2018,Maruti,MANUAL,28593,Petrol,1st Owner,KL-46,Kochi,641699,641699,Apr,12545
Volkswagen Ameo HIGHLINE 1.5,2017,Volkswagen,MANUAL,28640,Diesel,1st Owner,KL-02,Kochi,563199,545499,Feb,10665
Nissan MAGNITE XL Turbo CVT,2021,Nissan,MANUAL,16276,Petrol,1st Owner,MH-05,Pune,921999,841499,Feb,15802
Volkswagen Ameo COMFORTLINE 1.2,2016,Volkswagen,MANUAL,67184,Petrol,2nd Owner,KA-01-x-xxxx,Bangalore,546999,541999,Aug,10596
Tata NEXON XZ+ 1.5 Dual Tone,2018,Tata,MANUAL,32961,Diesel,1st Owner,KA-01-x-xxxx,Bangalore,1031199,1031199,Feb,19365
Maruti S Cross ALPHA 1.5 SMART HYBRID,2021,Maruti,MANUAL,11645,Petrol,1st Owner,TS-12-x-xxxx,Hyderabad,1162299,1162299,Jan,21827
Honda Amaze 1.2 V CVT I VTEC,2019,Honda,AUTOMATIC,22139,Petrol,2nd Owner,DL-4C,Indore,646999,631699,Sep,12350
Maruti Wagon R 1.0 LXI CNG,2014,Maruti,MANUAL,47759,Petrol + CNG,1st Owner,DL-8C,New Delhi,342899,342899,Jul,6704
Maruti Celerio VXI,2021,Maruti,MANUAL,7726,Petrol,1st Owner,WB-06,Kolkata,535699,535699,Nov,10473
Nissan Micra XV CVT,2014,Nissan,AUTOMATIC,60588,Petrol,1st Owner,AP-16-x-xxxx,Hyderabad,446099,446099,Jul,8721
Tata ALTROZ XM+ 1.2 RTN,2021,Tata,MANUAL,7904,Petrol,1st Owner,HR-11,New Delhi,720176,720176,Sep,14080
Toyota Glanza V MT PETROL,2021,Toyota,MANUAL,85945,Petrol,1st Owner,TN-04-x-xxxx,Chennai,952899,952899,Apr,17894
Maruti Alto 800 LXI,2016,Maruti,MANUAL,101510,Petrol,1st Owner,KL-04,Kochi,242899,222899,Jun,4358
Renault Kwid RXL,2021,Renault,MANUAL,3863,Petrol,1st Owner,WB-06,Kolkata,467199,425799,Apr,8324
Tata Tiago XT 1.2 REVOTRON,2017,Tata,MANUAL,87923,Petrol,1st Owner,RJ-48,Jaipur,391599,391599,Jul,7656
Maruti Swift VXI,2014,Maruti,MANUAL,57155,Petrol,1st Owner,GJ-01,Ahmedabad,460999,446699,Sep,8733
Hyundai Creta 1.6 SX (O) VTVT,2019,Hyundai,MANUAL,48064,Petrol,2nd Owner,WB-50,Kolkata,1108499,1108499,Apr,20816
Ford Ecosport 1.5 TDCI TITANIUM PLUS,2018,Ford,MANUAL,71854,Diesel,1st Owner,DL-8C,New Delhi,790099,757399,Apr,14807
Tata NEXON XZ+ 1.2,2018,Tata,MANUAL,62480,Petrol,2nd Owner,UP-32-x-xxxx,Lucknow,664499,664499,Jun,12991
Maruti Celerio ZXI+,2022,Maruti,MANUAL,8855,Petrol,1st Owner,RJ-45,Jaipur,728799,712799,Mar,13935
KIA SELTOS 1.4 GTX+ TURBO GDI PETROL AT,2019,KIA,AUTOMATIC,13445,Petrol,1st Owner,GJ-18,Ahmedabad,1767299,1629899,Nov,30608
Renault Duster RXL PETROL 104,2018,Renault,MANUAL,41076,Petrol,1st Owner,TS-13-x-xxxx,Hyderabad,720099,650099,Apr,12710
Renault Kwid RXT 1.0 EASY-R  AT,2017,Renault,AUTOMATIC,15179,Petrol,1st Owner,MH-12,Pune,391599,391599,Feb,7656
Toyota Etios Liva VX DUAL TONE,2017,Toyota,MANUAL,33893,Petrol,3rd Owner,KA-53-x-xxxx,Bangalore,594699,589699,Jul,11529
Hyundai Verna FLUIDIC 1.6 SX CRDI,2011,Hyundai,MANUAL,84241,Diesel,2nd Owner,TN-22-x-xxxx,Chennai,446299,446299,Nov,8725
Toyota URBAN CRUISER Premium AT,2021,Toyota,MANUAL,7052,Petrol,1st Owner,TN-09-x-xxxx,Chennai,1266399,1266399,Mar,23782
Maruti Baleno ALPHA 1.2 K12,2019,Maruti,MANUAL,40317,Petrol,1st Owner,RJ-02,Jaipur,762499,740299,Feb,14473
Renault Kwid RXT,2017,Renault,MANUAL,17729,Petrol,1st Owner,RJ-41,Jaipur,330199,324099,Sep,6336
Renault Kwid RXT,2020,Renault,MANUAL,13648,Petrol,1st Owner,WB-06,Kolkata,465399,433199,Dec,8469
Mahindra XUV500 W10 AT,2017,Mahindra,AUTOMATIC,98655,Diesel,1st Owner,KA-51-x-xxxx,Bangalore,1467899,1328599,May,24950
Maruti Celerio VXI CNG,2016,Maruti,MANUAL,75183,Petrol + CNG,1st Owner,MH-05,Mumbai,480099,460199,Aug,8997
Mahindra XUV 3OO W8(O),2019,Mahindra,MANUAL,84472,Diesel,1st Owner,DL-8C,New Delhi,869999,869999,May,16338
Hyundai Creta 1.6 SX PLUS VTVT,2016,Hyundai,MANUAL,40121,Petrol,2nd Owner,MH-47,Mumbai,886299,872399,Aug,16383
Honda Jazz 1.2 V AT,2017,Honda,AUTOMATIC,34337,Petrol,1st Owner,UP-32-x-xxxx,Lucknow,551299,551299,Oct,10778
Hyundai i10 SPORTZ 1.2 AT KAPPA2,2012,Hyundai,AUTOMATIC,68072,Petrol,2nd Owner,AP-29-x-xxxx,Hyderabad,387399,371499,Sep,7263
Honda Brio 1.2 S MT I VTEC,2013,Honda,MANUAL,74046,Petrol,2nd Owner,AP-09-x-xxxx,Hyderabad,380099,380099,Jun,7431
Toyota Corolla Altis D 4D G,2011,Toyota,MANUAL,159751,Diesel,1st Owner,UP-32-x-xxxx,Lucknow,329899,329899,Oct,6450
Honda Brio 1.2 S MT I VTEC,2016,Honda,MANUAL,67010,Petrol,1st Owner,RJ-14,Jaipur,377399,368349,Jan,7201
Ford Ecosport 1.5 TDCI TITANIUM PLUS,2019,Ford,MANUAL,34293,Diesel,1st Owner,KA-01-x-xxxx,Bangalore,1028599,988299,Jan,18559
Renault Duster RXL AMT 110 PS,2016,Renault,AUTOMATIC,88082,Diesel,1st Owner,TN-09-x-xxxx,Chennai,826199,826199,Nov,15515
Maruti Dzire VXI,2019,Maruti,MANUAL,46745,Petrol + CNG,1st Owner,UP-32-x-xxxx,Lucknow,665999,652099,Jun,12749
Honda Amaze VX AT I DTEC,2020,Honda,AUTOMATIC,70062,Diesel,1st Owner,MH-12,Pune,1039799,972099,Oct,18255
Honda Jazz 1.2 V MT,2015,Honda,MANUAL,55247,Petrol,1st Owner,KL-04,Kochi,497899,497899,Oct,9734
Maruti Dzire VDI,2017,Maruti,MANUAL,48905,Diesel,2nd Owner,TN-09-x-xxxx,Chennai,672699,672699,Sep,13151
Maruti Swift Dzire VXI 1.2 BS IV,2013,Maruti,MANUAL,105554,Petrol,1st Owner,WB-02,Kolkata,343699,288699,Oct,5644
Maruti Swift VXI,2021,Maruti,MANUAL,3535,Petrol,1st Owner,KA-03-x-xxxx,Bangalore,750699,730599,Nov,14283
Mahindra XUV500 W10 FWD,2018,Mahindra,MANUAL,92107,Diesel,2nd Owner,TS-16-x-xxxx,Hyderabad,1201699,1201699,Jan,22567
Volkswagen Ameo HIGHLINE 1.5L AT (D),2017,Volkswagen,AUTOMATIC,45831,Diesel,2nd Owner,KA-05-x-xxxx,Bangalore,739499,739499,Feb,14457
Maruti Celerio VXI CNG,2022,Maruti,MANUAL,20858,Petrol + CNG,1st Owner,RJ-45,Jaipur,765599,753899,Jan,14739
Honda City ZX GXI,2008,Honda,MANUAL,21257,Petrol,2nd Owner,WB-26,Kolkata,183699,176699,Oct,3454
Honda City V MT PETROL,2019,Honda,MANUAL,20355,Petrol,1st Owner,WB-02,Kolkata,897399,876699,Jul,16464
Toyota YARIS G CVT,2018,Toyota,AUTOMATIC,33620,Petrol,2nd Owner,KA-03-x-xxxx,Bangalore,934799,928199,Jun,17431
Mahindra XUV 3OO 1.2 W6 MT,2020,Mahindra,MANUAL,30557,Petrol,1st Owner,DL-10,New Delhi,931199,926199,Feb,17393
Renault Kwid RXT 1.0 EASY-R AT OPTION,2018,Renault,AUTOMATIC,45167,Petrol,1st Owner,MH-12,Pune,462499,449099,Apr,8780
Maruti Swift VXI AMT,2019,Maruti,AUTOMATIC,8867,Petrol,1st Owner,MH-14,Pune,748899,735699,Feb,14383
Honda City V MT PETROL,2017,Honda,MANUAL,18613,Petrol,1st Owner,DL-3C,New Delhi,907899,907899,Feb,17049
Renault Kwid CLIMBER 1.0 AT,2019,Renault,AUTOMATIC,30142,Petrol,1st Owner,KL-07,Kochi,413699,413699,Jun,8088
Maruti Swift VXI,2020,Maruti,MANUAL,57330,Petrol,1st Owner,UP-53-x-xxxx,Lucknow,586499,571199,Mar,11167
Honda Jazz 1.2 V AT,2017,Honda,AUTOMATIC,20697,Petrol,1st Owner,GJ-01,Ahmedabad,632299,632299,Dec,12362
Mahindra XUV 3OO W8(O),2019,Mahindra,MANUAL,96730,Diesel,1st Owner,AP-39-x-xxxx,Hyderabad,1058549,918399,Apr,17247
Hyundai i20 MAGNA O 1.4 CRDI,2014,Hyundai,MANUAL,93435,Diesel,2nd Owner,MP-09,Indore,413699,413699,Nov,8088
Maruti Celerio ZXI,2019,Maruti,MANUAL,49333,Petrol + CNG,1st Owner,MH-05,Mumbai,504499,504499,Mar,9863
Hyundai i20 SPORTZ 1.2 VTVT,2014,Hyundai,MANUAL,55937,Petrol,1st Owner,DL-12,New Delhi,447399,447399,Apr,8747
Honda City ZX CVT,2022,Honda,AUTOMATIC,337,Petrol,1st Owner,KA-01-x-xxxx,Bangalore,1822699,1765799,Jul,33160
Honda Brio 1.2 S MT I VTEC,2013,Honda,MANUAL,72124,Petrol,1st Owner,AP-10-x-xxxx,Hyderabad,394099,394099,Nov,7705
KIA SELTOS HTK PLUS AT 1.5 DIESEL,2019,KIA,AUTOMATIC,40029,Diesel,1st Owner,TS-08-x-xxxx,Hyderabad,1375499,1339599,Dec,25156
Volkswagen Polo GT TSI 1.2 PETROL AT,2016,Volkswagen,AUTOMATIC,99705,Petrol,1st Owner,RJ-14,Jaipur,525199,525199,Mar,10268
Tata Tiago XT 1.2 REVOTRON,2021,Tata,MANUAL,42713,Petrol,2nd Owner,TS-04-x-xxxx,Hyderabad,613299,613299,Jun,11990
Ford Ecosport 1.5 TITANIUM TI VCT,2015,Ford,MANUAL,97822,Petrol,2nd Owner,RJ-14,Jaipur,517499,517499,Oct,10117
Honda Amaze 1.2 SMT I VTEC,2013,Honda,MANUAL,64754,Petrol,2nd Owner,TN-11-x-xxxx,Chennai,401899,401899,Sep,7857
Tata TIGOR XZ CNG 1.2 RTN,2022,Tata,MANUAL,4725,Petrol + CNG,1st Owner,UP-32-x-xxxx,Lucknow,800799,760699,Mar,14872
Skoda KUSHAQ STYLE 1.0TSI AT,2021,Skoda,MANUAL,14758,Petrol,1st Owner,GJ-27,Ahmedabad,1641899,1517799,Jul,28503
Maruti Celerio ZXI,2019,Maruti,MANUAL,16461,Petrol,2nd Owner,RJ-45,Jaipur,501299,501299,Jun,9800
MG HECTOR SHARP DCT PETROL,2020,MG,AUTOMATIC,23249,Petrol,1st Owner,GJ-03,Ahmedabad,1564499,1554899,Mar,29199
Maruti Celerio VXI CNG,2018,Maruti,MANUAL,71933,Petrol + CNG,1st Owner,MH-12,Pune,531299,531299,Jul,10387
Hyundai Elite i20 SPORTZ 1.2,2017,Hyundai,MANUAL,37323,Petrol,1st Owner,DL-8C,New Delhi,602999,597999,Aug,11691
Tata NEXON XZ+ SUNROOF 1.2 RTN,2021,Tata,MANUAL,16034,Petrol,1st Owner,MH-02,Mumbai,1158799,1158799,Apr,21761
Honda Amaze 1.2 SMT I VTEC,2019,Honda,MANUAL,40854,Petrol,1st Owner,RJ-45,Jaipur,659099,642899,Jun,12569
Volkswagen Vento COMFORTLINE 1.0 TSI MT,2021,Volkswagen,MANUAL,13265,Petrol,1st Owner,DL-7C,New Delhi,965599,843399,Aug,15838
Mahindra Kuv100 K8 D 5 STR,2016,Mahindra,MANUAL,63927,Diesel,1st Owner,MH-12,Pune,514099,514099,Mar,10051
Mahindra Thar LX D 4*4 MT HT,2021,Mahindra,MANUAL,42608,Diesel,1st Owner,HR-36,New Delhi,1610199,1610199,Jun,30238
Maruti Celerio VXI (O) AMT,2018,Maruti,AUTOMATIC,89184,Petrol,2nd Owner,TS-13-x-xxxx,Hyderabad,459699,459699,Jun,8987
Tata ALTROZ XZ 1.2,2020,Tata,MANUAL,28777,Petrol,1st Owner,RJ-45,Jaipur,728899,721899,Feb,14113
Tata ALTROZ XZ 1.2,2020,Tata,MANUAL,7754,Petrol,1st Owner,WB-06,Kolkata,717299,717299,Aug,14023
MG HECTOR SHARP 2.0 DIESEL,2019,MG,MANUAL,55693,Diesel,2nd Owner,GJ-03,Ahmedabad,1639899,1495099,Oct,28076
Ford Ecosport TREND + 1.5 TI VCT AT,2018,Ford,AUTOMATIC,5376,Petrol,1st Owner,MH-02,Mumbai,802099,802099,May,15063
Tata Harrier XZ +,2021,Tata,MANUAL,32514,Diesel,1st Owner,MP-04,Indore,1889799,1792699,Aug,33665
Honda City V MT PETROL,2015,Honda,MANUAL,59024,Petrol,2nd Owner,DL-10,New Delhi,601499,601499,Jan,11759
Honda City V CVT,2020,Honda,AUTOMATIC,62834,Petrol,1st Owner,GJ-01,Ahmedabad,1132199,1045499,Oct,19633
Renault Kwid 1.0 RXT Opt,2019,Renault,MANUAL,8297,Petrol,1st Owner,DL-10,New Delhi,462599,462599,Dec,9044
Tata TIGOR Revotron XE,2021,Tata,MANUAL,6114,Petrol,1st Owner,MH-46,Mumbai,669199,616699,Nov,12057
Hyundai i20 ASTA 1.2,2012,Hyundai,MANUAL,53635,Petrol,1st Owner,MH-12,Pune,474499,474499,Dec,9277
Hyundai i10 MAGNA 1.2 KAPPA2,2012,Hyundai,MANUAL,62745,Petrol,1st Owner,TN-05-x-xxxx,Chennai,329399,329399,Aug,6440
Maruti New  Wagon-R ZXI 1.2L AGS,2021,Maruti,AUTOMATIC,3201,Petrol,1st Owner,MH-48,Mumbai,739399,709899,Jul,13879
KIA SELTOS GTX + AT PETROL,2019,KIA,AUTOMATIC,15887,Petrol,1st Owner,TN-11-x-xxxx,Chennai,1863499,1667299,Dec,31310
Honda Jazz 1.2 VX AT,2019,Honda,AUTOMATIC,6724,Petrol,1st Owner,KA-51-x-xxxx,Bangalore,962699,962699,Sep,18078
Hyundai NEW SANTRO 1.1 SPORTS AMT,2019,Hyundai,AUTOMATIC,17094,Petrol,1st Owner,GJ-01,Ahmedabad,553399,553399,Jan,10819
Ford Ecosport TITANIUM PLUS 1.5 TI VCT MT,2018,Ford,MANUAL,25345,Petrol,1st Owner,WB-08,Kolkata,765599,765599,Sep,14968
Maruti Celerio VXI,2015,Maruti,MANUAL,24063,Petrol,1st Owner,WB-02,Kolkata,401899,374299,Nov,7318
Renault Duster 85 PS RXE DIESEL ADVENTURE,2015,Renault,MANUAL,55669,Diesel,1st Owner,DL-1C,New Delhi,430299,430299,Jan,8412
Maruti Swift ZXI + AMT,2021,Maruti,AUTOMATIC,15773,Petrol,2nd Owner,KA-03-x-xxxx,Bangalore,945499,899599,Mar,16894
Tata PUNCH CREATIVE  MT,2021,Tata,MANUAL,19036,Petrol,1st Owner,MH-12,Pune,877799,812699,Nov,15262
Maruti Baleno DELTA 1.2 K12,2016,Maruti,MANUAL,84157,Petrol,2nd Owner,RJ-14,Jaipur,527299,521299,Oct,10191
Ford Ecosport 1.5 TITANIUM TI VCT AT,2015,Ford,AUTOMATIC,50037,Petrol,2nd Owner,KA-03-x-xxxx,Bangalore,715599,715599,Jul,13990
KIA SONET GTX PLUS 1.5D AT DUAL TONE,2022,KIA,MANUAL,3704,Diesel,1st Owner,KA-05-x-xxxx,Bangalore,1656699,1656699,Jan,31111
Hyundai NEW I20 ASTA (O) 1.2 MT,2020,Hyundai,MANUAL,19531,Petrol,1st Owner,DL-11,New Delhi,958899,914799,Nov,17179
Hyundai NEW SANTRO SPORTZ EXECUTIVE CNG,2021,Hyundai,MANUAL,18700,Petrol + CNG,1st Owner,DL-4C,New Delhi,626999,626999,Mar,12258
Ford Ecosport 1.5 TITANIUM TI VCT,2018,Ford,MANUAL,7659,Petrol,1st Owner,WB-20,Kolkata,783099,724899,Mar,14172
Maruti Swift VXI,2019,Maruti,MANUAL,21388,Petrol,1st Owner,WB-12,Kolkata,606999,564499,Jul,11036
Maruti Alto VXI,2019,Maruti,MANUAL,17767,Petrol,1st Owner,TS-08-x-xxxx,Hyderabad,413999,381099,Jun,7451
Mahindra KUV 100 NXT K2 D 6S,2018,Mahindra,MANUAL,65179,Diesel,1st Owner,DL-10,New Delhi,451699,451699,Sep,8831
KIA SONET GTX + 1.0 IMT,2020,KIA,MANUAL,10806,Petrol,1st Owner,KA-04-x-xxxx,Bangalore,1364499,1230699,Nov,23111
Maruti S PRESSO LXI (O) CNG,2021,Maruti,MANUAL,29604,Petrol + CNG,1st Owner,TS-10-x-xxxx,Hyderabad,509499,509499,Apr,9961
Maruti Ciaz ZXI,2014,Maruti,MANUAL,57645,Petrol + CNG,2nd Owner,HR-26,New Delhi,584699,584699,Dec,11431
Ford Ecosport 1.0 ECOBOOST TITANIUM SPORTS(SUNROOF),2018,Ford,MANUAL,57214,Petrol,1st Owner,UP-32-x-xxxx,Lucknow,848549,848549,Nov,15935
Hyundai i10 SPORTZ 1.2 KAPPA2,2012,Hyundai,MANUAL,28894,Petrol,2nd Owner,KA-02-x-xxxx,Bangalore,364799,364799,Nov,7132
Ford Ecosport 1.0 TREND+ (ECOBOOST),2016,Ford,MANUAL,45461,Petrol,1st Owner,KA-03-x-xxxx,Bangalore,689699,674399,Jan,13185
Ford New Figo 1.2 TREND,2017,Ford,MANUAL,27815,Petrol,1st Owner,KL-17,Kochi,454899,454899,Oct,8893
Renault Duster RXL PETROL 104,2014,Renault,MANUAL,96473,Petrol,1st Owner,MH-01,Mumbai,612399,534399,Jun,10448
Hyundai Eon ERA PLUS,2018,Hyundai,MANUAL,38999,Petrol,1st Owner,MP-09,Indore,343499,303699,Jun,5937
Tata Harrier XZA  DUAL TONE,2021,Tata,AUTOMATIC,17419,Diesel,1st Owner,UP-14,New Delhi,2111249,1832299,Jan,34409
Maruti Swift VXI,2017,Maruti,MANUAL,55329,Petrol,1st Owner,GJ-01,Ahmedabad,530199,530199,Feb,10365
Maruti Eeco 5 STR WITH AC PLUSHTR,2017,Maruti,MANUAL,11223,Petrol,3rd Owner,KL-46,Kochi,405799,370099,Oct,7236
Maruti Swift VXI,2013,Maruti,MANUAL,37446,Petrol,2nd Owner,TN-11-x-xxxx,Chennai,426099,426099,Apr,8330
Jaguar XF 2.2 DIESEL,2013,Jaguar,AUTOMATIC,28289,Diesel,2nd Owner,DL-6C,New Delhi,1549999,1505999,Sep,28281
Renault Kwid 1.0 RXT Opt,2018,Renault,MANUAL,40397,Petrol,3rd Owner,TN-07-x-xxxx,Chennai,387499,387499,Aug,7576
Tata Tiago XZA 1.2 REVOTRON,2018,Tata,AUTOMATIC,99119,Petrol,1st Owner,KA-02-x-xxxx,Bangalore,558299,543699,Aug,10629
Hyundai Eon ERA PLUS,2015,Hyundai,MANUAL,62917,Petrol,1st Owner,MP-04,Indore,300199,300199,Oct,5869
Maruti Alto K10 VXI,2014,Maruti,MANUAL,38385,Petrol,2nd Owner,MH-14,Pune,280699,260199,May,5087
Hyundai i10 MAGNA 1.2,2009,Hyundai,MANUAL,87582,Petrol,1st Owner,KL-19,Kochi,207699,182699,Oct,3572
Honda Brio 1.2 S MT I VTEC,2015,Honda,MANUAL,96899,Petrol,1st Owner,TS-08-x-xxxx,Hyderabad,390199,385199,Jan,7531
Toyota Corolla Altis G,2013,Toyota,MANUAL,60387,Petrol,1st Owner,WB-02,Kolkata,389699,389699,Jun,7619
Honda Brio 1.2 S MT I VTEC,2015,Honda,MANUAL,96066,Petrol,1st Owner,DL-3C,New Delhi,343299,338299,Apr,6614
Renault Kwid RXT Opt,2015,Renault,MANUAL,22724,Petrol,1st Owner,UP-32-x-xxxx,Lucknow,258399,258399,Nov,5052
Hyundai NEW SANTRO SPORTZ 1.1,2020,Hyundai,MANUAL,20995,Petrol,1st Owner,TS-08-x-xxxx,Hyderabad,534099,528999,Jan,10342
Hyundai NEW SANTRO 1.1 MAGNA MT,2019,Hyundai,MANUAL,12226,Petrol,2nd Owner,KL-55,Kochi,454199,393499,Oct,7693
Hyundai i10 SPORTZ 1.2 AT KAPPA2,2012,Hyundai,AUTOMATIC,54545,Petrol,2nd Owner,AP-28-x-xxxx,Hyderabad,390699,390699,Oct,7638
Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT,2018,Hyundai,MANUAL,14905,Petrol,1st Owner,UP-32-x-xxxx,Lucknow,567099,534499,Aug,10450
Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT,2017,Hyundai,MANUAL,41460,Petrol,1st Owner,UP-44-x-xxxx,Lucknow,470999,460499,Oct,9003
Hyundai Creta SX PETROL MT,2022,Hyundai,MANUAL,11609,Petrol,1st Owner,KL-33,Kochi,1543699,1543699,Jan,28989
MG HECTOR SHARP DCT PETROL,2020,MG,AUTOMATIC,35449,Petrol,1st Owner,UP-70-x-xxxx,Lucknow,1731899,1685899,Mar,31659
MG HECTOR SHARP CVT,2021,MG,AUTOMATIC,21025,Petrol,1st Owner,UP-32,New Delhi,1873199,1751599,Dec,32893
Tata Tiago XZ 1.2 REVOTRON,2016,Tata,MANUAL,68281,Petrol,1st Owner,MP-04,Indore,441199,441199,May,8626
Maruti Swift VXI,2020,Maruti,MANUAL,56084,Petrol,2nd Owner,AP-39-x-xxxx,Hyderabad,663099,630299,Jan,12322
Tata Safari XZA+ DARK EDITION,2022,Tata,MANUAL,15106,Diesel,1st Owner,GJ-06,Ahmedabad,2510099,2343999,Mar,44018
KIA SELTOS HTK PLUS 1.5 DIESEL,2021,KIA,MANUAL,45344,Diesel,1st Owner,TS-08-x-xxxx,Hyderabad,1433399,1366599,Dec,25663
Maruti A Star VXI ABS AT,2012,Maruti,AUTOMATIC,40936,Petrol,3rd Owner,KA-42-x-xxxx,Bangalore,326999,326999,Mar,6393
Honda City VX CVT PETROL,2018,Honda,AUTOMATIC,97658,Petrol,1st Owner,RJ-45,Jaipur,965199,960199,Jan,18032
Hyundai Grand i10 MAGNA 1.2 VTVT,2020,Hyundai,MANUAL,13359,Petrol,2nd Owner,DL-4C,New Delhi,565199,535199,Feb,10463
Tata Tiago XZA 1.2 REVOTRON,2018,Tata,AUTOMATIC,48315,Petrol,2nd Owner,MH-14,Pune,547499,547499,Apr,10704
Maruti Vitara Brezza ZDI,2016,Maruti,MANUAL,50552,Diesel,1st Owner,TN-12-x-xxxx,Chennai,787999,787999,Dec,15406
Maruti Ritz ZXI,2010,Maruti,MANUAL,27355,Petrol,2nd Owner,KA-53-x-xxxx,Bangalore,371399,371399,Mar,7261
Toyota Etios Liva G,2013,Toyota,MANUAL,49893,Petrol,1st Owner,KL-02,Kochi,377999,377999,Oct,7390
Volkswagen Ameo COMFORTLINE 1.2,2016,Volkswagen,MANUAL,22434,Petrol,1st Owner,KL-41,Kochi,481099,458999,Sep,8974
Tata Tiago XZ 1.2 REVOTRON,2018,Tata,MANUAL,58840,Petrol,1st Owner,RJ-14,Jaipur,452599,452599,Mar,8848
Hyundai NEW SANTRO ERA 1.1,2019,Hyundai,MANUAL,45693,Petrol,1st Owner,WB-26,Kolkata,389799,366799,Aug,7171
Hyundai Creta 1.6 SX CRDI,2019,Hyundai,MANUAL,45172,Diesel,1st Owner,TN-31-x-xxxx,Chennai,1347599,1261299,Nov,23686
Tata Harrier XZ 2.0L Kryotec,2019,Tata,MANUAL,50011,Diesel,1st Owner,MH-04,Mumbai,1593399,1472099,Mar,27645
Ford Ecosport 1.5 TREND+ TDCI,2016,Ford,MANUAL,90981,Diesel,1st Owner,KA-37-x-xxxx,Bangalore,709199,693599,Apr,13560
Tata PUNCH ACCOMPLISHED AMT,2021,Tata,MANUAL,10218,Petrol,1st Owner,TS-07-x-xxxx,Hyderabad,858699,858699,Dec,16125
Maruti Swift VXI,2020,Maruti,MANUAL,3152,Petrol,1st Owner,DL-6C,New Delhi,669999,664999,Feb,13001
Toyota YARIS VX CVT,2018,Toyota,AUTOMATIC,36878,Petrol,1st Owner,MH-01,Mumbai,1150199,1101399,May,20683
Maruti Celerio VXI CNG OPT,2019,Maruti,MANUAL,28767,Petrol + CNG,1st Owner,MH-02,Pune,637299,637299,Mar,12459
Ford FREESTYLE TITANIUM 1.5 TDCI,2018,Ford,MANUAL,29033,Diesel,3rd Owner,KL-01,Kochi,671599,616899,Oct,12060
Ford Ecosport 1.0 ECOBOOST TITANIUM,2014,Ford,MANUAL,38203,Petrol,1st Owner,WB-02,Kolkata,490899,485899,Feb,9499
Hyundai i10 SPORTZ 1.2,2008,Hyundai,MANUAL,23880,Petrol,2nd Owner,KL-07,Kochi,246699,210699,Aug,4119
Tata Tiago XT 1.2 REVOTRON,2018,Tata,MANUAL,29576,Petrol,1st Owner,KA-51-x-xxxx,Bangalore,522799,522799,Apr,10221
Mahindra Scorpio S10,2014,Mahindra,MANUAL,79924,Diesel,2nd Owner,KA-03-x-xxxx,Bangalore,1007999,1007999,Dec,18929
Honda Amaze 1.2 SMT I VTEC,2018,Honda,MANUAL,42775,Petrol,1st Owner,KL-11,Kochi,618299,610199,Jun,11930
Volkswagen Ameo HIGHLINE PLUS 1.0,2018,Volkswagen,MANUAL,8945,Petrol,1st Owner,WB-08,Kolkata,607199,607199,Jul,11871
Tata NEXON XZA + 1.2 PETROL A/T,2018,Tata,AUTOMATIC,49765,Petrol,1st Owner,MH-17,Pune,881599,818599,Dec,15372
Mahindra Thar LX HT PETROL 4WD MT,2022,Mahindra,MANUAL,16202,Petrol,1st Owner,RJ-45,Jaipur,1607399,1561799,Jan,29329
Maruti Ertiga VXI ABS,2017,Maruti,MANUAL,52930,Petrol,1st Owner,WB-24,Kolkata,698799,673899,Sep,13175
Honda City SV CVT PETROL,2016,Honda,AUTOMATIC,48053,Petrol,2nd Owner,MH-47,Mumbai,618799,618799,Sep,12098
KIA SELTOS 1.4 GTX+ TURBO GDI PETROL AT,2020,KIA,AUTOMATIC,11433,Petrol,1st Owner,MH-12,Pune,1917399,1830099,Feb,34367
